make,model,year,fuelType,cityMPG,highwayMPG,combinedMPG,gCo2pM
Jeep,Cherokee Trailhawk 4WD,2022,Regular,18.2644,24,20.6882,432
Dodge,Durango RWD,2022,Midgrade,14.1316,22.3141,16.9243,525
Dodge,Durango SRT AWD,2022,Premium,12.8619,19.2495,15.1196,584
Ford,EcoSport AWD,2022,Regular,22.6532,29.4874,25.2909,351
Ford,Maverick HEV FWD,2022,Regular,41.6551,33.0943,37.3118,237
Nissan,Titan 2WD,2022,Premium,15.5764,21.311,17.7224,503
Nissan,Titan 4WD,2022,Premium,15.4911,21.2283,17.6359,505
Nissan,Titan 4WD PRO4X,2022,Premium,15.2737,20.4361,17.2326,517
Mazda,CX-30 4WD,2022,Regular,23.808,30.7269,26.4924,334
Mazda,CX-30 4WD,2022,Regular,22.3233,29.8301,25.1741,353
BMW,330e Sedan,2022,Premium and Electricity,25.0289,32.7511,27.9998,160
BMW,530e Sedan,2022,Premium and Electricity,24.4239,29.4566,26.4581,178
BMW,530e xDrive Sedan,2022,Premium and Electricity,22.4103,28.1525,24.6751,203
BMW,X5 xDrive45e,2022,Premium and Electricity,19.2381,22.0961,20.4271,178
Porsche,911 Carrera GTS,2022,Premium,17.3756,24,20.0298,444
Porsche,911 Carrera 4 GTS,2022,Premium,17,23.3764,19,464
Porsche,911 Carrera 4 GTS,2022,Premium,17.0031,23,19,465
Porsche,911 Carrera 4 GTS Cabriolet,2022,Premium,17.2268,22,19.3493,463
Porsche,911 Carrera 4 GTS Cabriolet,2022,Premium,16,23,19.3637,477
Porsche,911 Targa 4 GTS,2022,Premium,17.3012,22,19.3573,461
Porsche,911 Targa 4 GTS,2022,Premium,16,23,19.3637,477
Volkswagen,Arteon,2022,Premium,24.1741,33.853,27.7436,318
Volkswagen,Arteon 4motion,2022,Premium,22.0915,29.7803,24.9956,353
Chevrolet,Silverado 4WD ZR2,2022,Premium,14.0551,16.6896,15.1298,588
Porsche,Cayenne,2022,Premium,17,22,19,466
BMW,330e xDrive Sedan,2022,Premium and Electricity,22.0569,29.8096,24.9804,192
BMW,745e xDrive,2022,Premium and Electricity,19.2824,25.9409,21.8005,245
Jeep,Grand Cherokee 4xe,2022,Regular Gas and Electricity,22.8474,24.299,23.4786,177
Ford,Expedition 2WD,2022,Regular,16.779,23.3764,19.22,462
Ford,Expedition 2WD,2022,Regular,16.2544,23,18.9704,468
Lincoln,Navigator 2WD,2022,Regular,16.779,23.3764,19.22,462
Ford,Expedition 4WD,2022,Regular,16.0499,22.3042,18.3676,484
Ford,Expedition 4WD,2022,Regular,15.6436,21,18.1711,494
Ford,Expedition Timberline AWD,2022,Regular,15.4251,19,17.3817,523
Ford,Expedition Timberline AWD,2022,Regular,16.1793,19,17,523
Lincoln,Navigator 4WD,2022,Regular,15.5008,21.846800000000002,17.8317,498
Chevrolet,Silverado 2WD,2022,Regular,16.3493,20.8687,18.1146,489
Chevrolet,Silverado 2WD,2022,Regular,16.4355,21.0746,18.2426,484
GMC,Sierra 2WD,2022,Regular,16.3192,20.7973,18.0701,491
GMC,Sierra 2WD,2022,Regular,16.4355,21.0746,18.2426,484
Chevrolet,Silverado Mud Terrain Tires 4WD,2022,Regular,13,17,15,593
Chevrolet,Silverado 4WD,2022,Regular,14,19,16,555
Chevrolet,Silverado 4WD,2022,Regular,14,19,16,556
Chevrolet,Silverado 4WD,2022,Regular,16.0293,19.8665,17.5551,506
Chevrolet,Silverado Mud Terrain Tires 4WD,2022,Regular,13.9127,17.6332,15.3723,577
GMC,Sierra Mud Terrain Tires 4WD,2022,Regular,13,17,15,592
GMC,Sierra 4WD,2022,Regular,14,19,16,555
GMC,Sierra 4WD,2022,Regular,14.4003,19,16.4737,550
GMC,Sierra 4WD,2022,Regular,15.7968,19.6694,17.3324,513
GMC,Sierra Mud Terrain Tires 4WD,2022,Regular,14.2288,16.8504,15.3,580
Chevrolet,Silverado Cab Chassis 4WD,2022,Regular,13,17,15.4602,611
Chevrolet,Silverado Cab Chassis 2WD,2022,Regular,15.4071,18.2468,16.5673,536
Chevrolet,Silverado Cab Chassis 4WD,2022,Regular,15.0738,17.3245,16.0098,555
GMC,Sierra Cab Chassis 4WD,2022,Regular,13,17,15.4602,611
GMC,Sierra Cab Chassis 2WD,2022,Regular,15.4071,18.2468,16.5673,536
GMC,Sierra Cab Chassis 4WD,2022,Regular,15.0738,17.3245,16.0098,555
Ferrari,SF90 Spider,2022,Premium and Electricity,16.1,18.6,17.1365,413
Porsche,911 Carrera GTS,2022,Premium,17,23.3764,19,465
Porsche,911 Carrera GTS Cabriolet,2022,Premium,17,23,19,465
Porsche,911 Carrera GTS Cabriolet,2022,Premium,17,24.341,20.1855,448
McLaren Automotive,765LT Spider,2022,Premium,14.0709,18.0666,15.6261,565
McLaren Automotive,GT,2022,Premium,15.1572,22.088,17.6493,504
Chevrolet,Silverado 4WD,2022,Diesel,21.6093,26,23,443
Volvo,S60 T8 AWD Recharge ext. Range,2022,Premium and Electricity,29.5533,32.5998,30.8507,99
Volvo,S90 T8 AWD Recharge ext. Range,2022,Premium and Electricity,27.8072,30.9781,29.1499,110
Volvo,V60 T8 AWD Recharge ext. Range,2022,Premium and Electricity,29.5533,32.5998,30.8507,99
Volvo,XC60 T8 AWD Recharge ext. Range,2022,Premium and Electricity,27.6039,27.8062,27.6946,122
Volvo,XC90 T8 AWD Recharge ext. Range,2022,Premium and Electricity,25.4806,27.4851,26.3452,131
Ford,Ranger 2WD,2022,Regular,19.8039,26.3879,22.3087,397
Toyota,Tundra 2WD,2022,Regular,20.0526,23.6745,21.5352,410
Ford,Ranger 4WD,2022,Regular,19.0736,24.3654,21.1396,420
Toyota,Tundra 4WD,2022,Regular,18.5595,22.3807,20.1041,441
Toyota,Tundra 4WD PRO,2022,Regular,18.2647,20.301,19.1281,461
Land Rover,New Range Rover P360 MHEV,2022,Premium,18.0431,25.9337,20.9054,427
Land Rover,New Range Rover P400 MHEV,2022,Premium,18.0431,25.9337,20.9054,427
Land Rover,New Range Rover P400 LWB MHEV,2022,Premium,18.0431,25.9337,20.9054,427
Land Rover,New Range Rover P360 LWB MHEV,2022,Premium,18.0431,25.9337,20.9054,427
Mercedes-Benz,GLE450 4matic,2022,Premium,20.3124,25.8687,22.4858,394
Audi,RS 3,2022,Premium,19.5815,29.0866,22.9575,383
Land Rover,New Range Rover,2022,Premium,15.6027,21.1145,17.6795,508
Land Rover,New Range Rover LWB,2022,Premium,15.5222,21.3011,17.6807,505
Bentley,Flying Spur Hybrid,2022,Premium and Electricity,17.2268,21.9137,19.0614,251
Ford,Shelby GT500 Mustang,2022,Premium,11.795,18.4683,14.0853,631
Jeep,Grand Wagoneer 2WD,2022,Premium,14.8943,20.7038,17.0468,521
Jeep,Grand Wagoneer 4WD,2022,Premium,14.4373,19.9966,16.5018,537
Mercedes-Benz,C300,2022,Premium,25.4114,35.2413,29.0588,305
Mercedes-Benz,C300 4matic,2022,Premium,23.3153,32.8476,26.8174,330
Ford,Bronco Raptor 4WD,2022,Regular,14.9703,15.8555,15.3561,577
Mercedes-Benz,AMG SL63 4matic Plus,2022,Premium,13.7484,20.8405,16.2345,546
Mercedes-Benz,AMG SL55 4matic Plus,2022,Premium,13.7484,20.8405,16.2345,546
Ferrari,296 GTB,2022,Premium and Electricity,15.5,21.9,17.847,398
Mercedes-Benz,Maybach S680 4matic,2022,Premium,12.0468,20.571,14.8081,599
Mercedes-Benz,AMG GLE63 S 4matic Plus Coupe,2022,Premium,14.5136,19.352,16.3535,541
Mercedes-Benz,AMG GLE63 S 4matic Plus,2022,Premium,14.8182,19.0798,16.474,537
Mercedes-Benz,AMG GLS63 4matic Plus,2022,Premium,13.7484,18.3284,15.4903,571
Mercedes-Benz,GLS600 4matic Maybach,2022,Premium,14.4373,20.0305,16.5121,533
Mercedes-Benz,GLE580 4matic,2022,Premium,16.1793,20.8405,17.9899,492
Mercedes-Benz,GLS580 4matic,2022,Premium,15.5008,21.3781,17.6892,498
Mercedes-Benz,G550,2022,Premium,14.4373,17.1597,15.5473,569
Mercedes-Benz,AMG G63,2022,Premium,12.9007,16.1207,14.1748,624
