make,model,year,fuelType,cityMPG,highwayMPG,combinedMPG,gCo2pM
Chevrolet,Suburban 4WD,2022,Regular,13.8279,18.5762,15.6252,569
Chevrolet,Tahoe 4WD,2022,Premium,13.8251,18.5851,15.6261,568
Chevrolet,Suburban 4WD,2022,Premium,13.8251,18.5851,15.6261,568
GMC,Yukon XL 4WD,2022,Regular,13.8279,18.5762,15.6252,569
GMC,Yukon 4WD,2022,Regular,14,19.3243,16.3584,556
GMC,Yukon XL 4WD,2022,Premium,13.8251,18.5851,15.6261,568
GMC,Yukon 4WD,2022,Premium,13.8251,18.5851,15.6261,568
Jeep,Grand Cherokee 4WD,2022,Midgrade,14.0551,21.6461,16.6887,533
Mercedes-Benz,AMG GLE53 4matic Plus,2022,Premium,17.5986,22.2474,19.4252,455
Porsche,Cayenne / Cayenne Coupe,2022,Premium,17,22,19,466
Porsche,Cayenne S,2022,Premium,16,22.1807,18,494
Porsche,Cayenne S Coupe,2022,Premium,16.3295,21.0424,18.1598,490
Porsche,Cayenne Turbo,2022,Premium,14,19,16,553
Porsche,Cayenne Turbo GT Coupe,2022,Premium,14,19,16,555
Porsche,Cayenne Turbo Coupe,2022,Premium,14.8182,19.6238,16.6534,531
Porsche,Cayenne GTS,2022,Premium,14.8943,19.1479,16.5486,533
Porsche,Cayenne GTS Coupe,2022,Premium,15.4251,19,17.2276,525
Toyota,Highlander Hybrid AWD LTD/PLAT,2022,Regular,35.4652,34,35.0276,253
Toyota,Highlander Hybrid AWD,2022,Regular,35.1424,34.7889,34.9824,254
Lexus,LC 500 Convertible,2022,Premium,14.7421,24.8323,18.0409,489
Lexus,LC 500,2022,Premium,15.5764,24.5623,18.6461,473
Lexus,LC 500h,2022,Premium,26.2901,33.5424,29.1237,303
Mercedes-Benz,E450 Coupe,2022,Premium,21.9668,29.0199,24.6643,360
Mercedes-Benz,E450 4matic Coupe,2022,Premium,21.4659,29.5278,24.4727,362
Mercedes-Benz,E450 Convertible,2022,Premium,22.0382,28.7015,24.6092,360
Mercedes-Benz,E450 4matic Convertible,2022,Premium,21.6093,29.1471,24.4553,362
Jaguar,XF P250,2022,Premium,24.9259,33.1568,28.0605,317
Jaguar,XF P250 AWD,2022,Premium,23.1035,32.0405,26.4196,336
Jaguar,XF P300 AWD,2022,Premium,22.1096,30.4753,25.2257,352
Mercedes-Benz,E350 4matic,2022,Premium,21.1786,28.8991,24.0726,366
Volkswagen,Golf-R,2022,Premium,22.7957,30.4866,25.7149,343
Volkswagen,Golf-R,2022,Premium,19.9342,28.4434,23.0353,382
GMC,Sierra Cab Chassis 2WD,2022,Regular,13.8194,17.4413,15.2439,583
Lincoln,Nautilus FWD,2022,Regular,20.6019,26,23,384
Lincoln,Nautilus FWD,2022,Regular,20.5296,26,23.4491,387
Mercedes-Benz,GLC300,2022,Premium,21.5376,26.9235,23.6682,373
Fiat,500X AWD,2022,Regular,23.5258,30,26.3917,356
Ford,Edge AWD,2022,Regular,20.5296,28.3185,23.4295,380
Ford,Edge AWD,2022,Regular,20.127,27.5354,22.8995,388
Ford,Edge AWD,2022,Regular,18.5678,25.1069,21.0329,423
Honda,Pilot AWD TrailSport,2022,Regular,19.0736,24.759,21.2717,419
Jaguar,F-Pace,2022,Premium,21.8954,26.6469,23.8056,365
Land Rover,Range Rover Velar,2022,Premium,20.3848,26.1286,22.6227,393
Lincoln,Nautilus AWD,2022,Regular,20,25,22,404
Lincoln,Nautilus AWD,2022,Regular,20.127,25,22,404
Lincoln,Nautilus AWD,2022,Regular,18.5678,25.1069,21.0329,423
Mercedes-Benz,GLC300 4matic,2022,Premium,21.0347,27.5938,23.5542,374
Mercedes-Benz,GLC300 4matic Coupe,2022,Premium,20.8185,26.59,23.0721,383
GMC,Yukon XL 2WD,2022,Regular,14.7201,19.7915,16.6387,534
Chevrolet,Silverado 2WD,2022,Regular,15.5902,20.8802,17.5963,505
Chevrolet,Silverado 2WD,2022,Regular,18.8536,22.1101,20.1919,441
Chevrolet,Silverado 2WD,2022,Regular,18.8536,22.1101,20.1919,441
Chevrolet,Silverado 2WD,2022,Regular,15.7871,20.7943,17.7057,502
GMC,Sierra 2WD,2022,Regular,15.5744,20.8528,17.5765,506
GMC,Sierra 2WD,2022,Regular,18.8536,22.1101,20.1919,441
GMC,Sierra 2WD,2022,Regular,18.8536,22.1101,20.1919,441
GMC,Sierra 2WD,2022,Regular,15.7445,20.748,17.6611,503
Chevrolet,Silverado 4WD,2022,Regular,15.1081,20.0469,16.9919,522
Chevrolet,Silverado Mud Terrain Tires 4WD,2022,Premium,12.935,16.5705,14.3519,619
Chevrolet,Silverado 4WD,2022,Premium,14.1316,19.1492,16.0206,555
Chevrolet,Silverado Mud Terrain Tires 4WD,2022,Premium,14.286,17.8552,15.6981,566
Chevrolet,Silverado 4WD,2022,Premium,14,18,16,555
Chevrolet,Silverado 4WD,2022,Premium,14.9703,19.7906,16.8131,529
Chevrolet,Silverado 4WD,2022,Regular,15.2589,19.8675,17.0373,521
Chevrolet,Silverado 4WD,2022,Regular,17.2087,19.7868,18.2805,486
Chevrolet,Silverado 4WD,2022,Regular,17.1523,19.5837,18.1673,489
GMC,Sierra 4WD,2022,Regular,15.2569,19.8811,17.0405,521
GMC,Sierra 4WD,2022,Regular,15.1917,19.8398,16.9821,523
GMC,Sierra Mud Terrain Tires 4WD,2022,Premium,12.9344,16.5687,14.3509,620
GMC,Sierra 4WD,2022,Premium,14.1316,19.1492,16.0206,555
GMC,Sierra Mud Terrain Tires 4WD,2022,Premium,14.2961,17.8659,15.7085,566
GMC,Sierra 4WD,2022,Premium,14.9703,19.7906,16.8131,529
GMC,Sierra 4WD,2022,Regular,16.7286,19.9009,18.0213,492
GMC,Sierra 4WD,2022,Regular,17.1523,19.5837,18.1673,489
Lexus,NX 350 AWD,2022,Premium,22,29.0076,25.1744,357
Lexus,NX 350 AWD,2022,Premium,22.4655,28,24.8349,358
Chevrolet,Tahoe 4WD,2022,Regular,14,19.3243,16.3584,556
Mercedes-Benz,AMG CLA35 4matic,2022,Premium,21.3224,28.829,24.1524,366
Volkswagen,Jetta SE/SEL,2022,Regular,29.0816,40.2606,33.2342,268
Volkswagen,Jetta,2022,Regular,30.6798,41.4873,34.7538,256
Mercedes-Benz,E350,2022,Premium,22.6786,31.1003,25.8256,342
Audi,S8,2022,Premium,13.9533,23.1471,16.99,520
BMW,X1 xDrive28i,2022,Premium,22.7912,30.6628,25.768,343
Mercedes-Benz,S500 4matic,2022,Premium,20.5296,29.5278,23.7923,372
Ram,1500 Classic 2WD,2022,Regular,16.9657,24.5951,19.7182,450
Ram,1500 Classic 2WD,2022,Midgrade,14.7673,21.2432,17.1152,519
Ram,1500 Classic 4WD,2022,Regular,16.1793,23.1116,18.7039,475
Ram,1500 Classic 4WD,2022,Midgrade,14.7099,20.5708,16.8732,526
Acura,RDX FWD,2022,Premium,22.2521,28.2546,24,370
Acura,RDX FWD A-SPEC,2022,Premium,21.5376,26.8377,23.6383,375
Acura,RDX AWD,2022,Premium,21.3942,27.4851,23,385
Acura,RDX AWD A-SPEC,2022,Premium,20.8624,25.8303,22.8391,388
Porsche,Macan,2022,Premium,19,25.2823,21,424
Porsche,Macan S,2022,Premium,17,23.2438,19,466
Porsche,Macan GTS,2022,Premium,17.483,22,19,466
Jeep,Grand Cherokee L 2WD,2022,Regular,18.8536,25.5432,21.3724,416
Jeep,Grand Cherokee L 4WD,2022,Regular,18,25.1517,21.0931,430
Jeep,Grand Cherokee L 4WD,2022,Midgrade,14.0551,21.6461,16.6887,533
Mercedes-Benz,AMG E53 4matic Plus Coupe,2022,Premium,20.1673,27.9345,23.0516,384
Mercedes-Benz,AMG E53 4matic Plus Convertible,2022,Premium,19.6583,26.5175,22.248,397
Mercedes-Benz,AMG GT 53 4matic Plus,2022,Premium,19.1468,24.89,21.3652,415
Mercedes-Benz,AMG E53 4matic Plus,2022,Premium,20.8906,28.5101,23.7465,373
Nissan,Altima,2022,Regular,28.0777,38.6671,32.0243,278
Nissan,Altima SR,2022,Regular,26.9235,36.9949,30.6823,290
Nissan,Altima AWD,2022,Regular,26,36,30.4241,300
Nissan,Altima AWD SR/Platinum,2022,Regular,25,35.1555,29,307
Nissan,Altima SV/SL,2022,Regular,27,37,31,287
Nissan,Altima SR,2022,Regular,25.4106,33.8035,28.6068,311
BMW,X1 sDrive28i,2022,Premium,24.228,32.6901,27.4223,324
Ford,Escape FWD,2022,Regular,27.6039,34.3867,30.2928,293
Ford,Escape FWD HEV,2022,Regular,43.5064,37.4148,40.5365,220
Lincoln,Corsair FWD,2022,Regular,21.824,29.4568,24.7046,361
Ford,Escape AWD HEV,2022,Regular,42.5113,36.8746,39.7753,224
Ford,Escape AWD,2022,Regular,26.2388,31,28,318
Ford,Escape AWD,2022,Regular,22.3233,31.1915,25.5984,347
Ford,Bronco Sport 4WD,2022,Regular,25.2927,28,26,342
Ford,Bronco Sport 4WD,2022,Regular,21.1786,26,23,387
Jeep,Renegade 4WD,2022,Regular,23.3153,29,26.0302,347
Lincoln,Corsair AWD,2022,Regular,21.24,28.9375,24.1282,369
Lincoln,Corsair AWD,2022,Regular,21.0347,28,24.0852,371
Ford,Explorer RWD,2022,Regular,17.8951,25.8037,20.7581,428
Ford,Explorer RWD,2022,Regular,17.6112,25.054,20.3288,437
Ford,Explorer AWD,2022,Regular,17.5986,24,20.2708,444
Ford,Explorer HEV AWD,2022,Regular,23.3858,26.0636,24.5194,361
Ford,Explorer FFV AWD,2022,Gasoline or E85,16.2544,23.5747,18.8946,470
Ford,Explorer AWD,2022,Regular,17.821,24,20,445
Chevrolet,Silverado 4WD,2022,Regular,15.3816,19.1676,16.8822,526
Chevrolet,Silverado Mud Terrain Tires 4WD,2022,Regular,14.2054,16.8217,15.2744,581
GMC,Sierra 4WD,2022,Regular,15.3002,19.0314,16.7807,529
Porsche,Panamera Turbo S E-Hybrid/Exec/ST,2022,Premium and Electricity,17.8416,21.6794,19.3859,274
Mercedes-Benz,AMG GT 43 4matic Plus,2022,Premium,19.1468,24.89,21.3652,415
Ford,Explorer Platinum HEV RWD,2022,Regular,25.4114,26.3879,25.8417,342
Ford,Explorer HEV RWD,2022,Regular,26.5745,28.4437,27.3843,324
Mercedes-Benz,AMG GLE53 4matic Plus Coupe,2022,Premium,17.3012,21.1096,18.8299,470
Mercedes-Benz,C300 4matic Coupe,2022,Premium,22.0382,31.2023,25.3945,350
Mercedes-Benz,C300 4matic Convertible,2022,Premium,21.4659,29.5274,24.4725,361
Honda,Civic 4Dr,2022,Premium,27.4002,37,31.3917,285
Nissan,Maxima,2022,Premium,20,29.9755,24,370
Mercedes-Benz,AMG GLB35 4matic,2022,Premium,19.5853,27.0344,22.3575,396
Nissan,Murano FWD,2022,Regular,20.4845,28,23,387
Nissan,Murano AWD,2022,Regular,19.6853,28.1252,22.7586,392
Jeep,Gladiator 4WD,2022,Regular,16.4046,22.5804,18.707,476
Mercedes-Benz,GLB250,2022,Premium,23.5971,32.1028,26.7914,330
Jeep,Renegade 2WD,2022,Regular,23.9833,31.7598,26.9531,329
Jeep,Renegade Trailhawk 4WD,2022,Regular,21.7524,27,24.3076,372
Mercedes-Benz,GLB250 4matic,2022,Premium,21.6093,29.7811,24.6535,361
Jeep,Grand Cherokee 2WD,2022,Regular,19.2932,26.0636,21.847,407
Jeep,Grand Cherokee 4WD,2022,Regular,19.0736,25.5432,21.5272,413
Mercedes-Benz,C300 Convertible,2022,Premium,20.8906,28.2722,23.6718,373
Mercedes-Benz,AMG C43 4matic Coupe,2022,Premium,18.7066,27.5494,21.8648,406
Mercedes-Benz,AMG C43 4matic Convertible,2022,Premium,18.8536,27.8704,22.0661,402
Lexus,LS 500h AWD,2022,Premium,22,28.5542,24.8833,358
Lexus,LS 500,2022,Premium,18.4207,28.7799,21.9811,404
Lexus,LS 500 AWD,2022,Premium,17,27,21.1177,432
Ford,F150 Pickup 2WD,2022,Regular,19.6422,25.8463,22.0208,404
Ford,F150 Pickup 2WD FFV,2022,Gasoline or E85,19.3825,24,21,423
Ford,F150 Pickup 2WD,2022,Regular,18.1177,24.0443,20.378,436
Ford,F150 Pickup 2WD FFV,2022,Gasoline or E85,17.1743,24,19.8898,444
Ford,F150 Pickup 2WD,2022,Regular,17,24,20.2316,444
Ford,F150 Pickup 2WD FFV,2022,Gasoline or E85,16.5766,23.9409,19.2398,461
Ford,F150 Pickup 4WD,2022,Regular,18.5267,23.6578,20.5305,433
Ford,F150 Pickup 4WD FFV,2022,Gasoline or E85,18.6452,22,20,444
Ford,F150 Pickup 4WD,2022,Regular,17.5929,23,19.8543,444
Ford,F150 Pickup 4WD FFV,2022,Gasoline or E85,16.3711,22,18.7139,468
Ford,F150 RAPTOR 37 4WD,2022,Regular,14.7421,16.2909,15.401,578
Ford,F150 Pickup Tremor 4WD,2022,Regular,16.434,19.9271,17.8414,498
Ford,F150 Pickup 4WD,2022,Regular,17.3797,23.3145,19.6281,453
Ford,F150 Pickup 4WD,2022,Regular,17.001,23,19.4384,467
Ford,F150 RAPTOR 4WD,2022,Regular,14.8943,17.8483,16.0929,553
Ford,F150 RAPTOR 4WD,2022,Regular,14,17.7796,15,593
Ford,F150 RAPTOR 37 4WD,2022,Regular,14.2081,15.8851,14.9167,596
Ford,F150 Pickup Tremor 4WD,2022,Regular,16.0584,20.1979,17.6899,503
Ford,F150 Pickup 4WD FFV,2022,Gasoline or E85,15.9613,22,18.4912,494
Toyota,Venza AWD,2022,Regular,40.024,36.9896,38.5991,228
Aston Martin,DB11 V8,2022,Premium,18.1323,24.1217,20.4132,431
Mercedes-Benz,C300 Coupe,2022,Premium,22.0382,31.2023,25.3945,350
Nissan,Versa,2022,Regular,31.6955,40.2423,35.0448,254
Nissan,Versa,2022,Regular,27,35,30,296
Nissan,Sentra,2022,Regular,29.317,39.42,33.1389,269
Nissan,Sentra SR,2022,Regular,28,37,32.4152,283
Mercedes-Benz,S580 4matic Maybach,2022,Premium,15.3495,24.0365,18.3307,484
Mercedes-Benz,S580 4matic,2022,Premium,16.4046,24.759,19.3415,459
Toyota,Tundra 2WD,2022,Regular,18.1439,23.4898,20.2141,440
Toyota,Tundra 2WD,2022,Regular,18.0361,23.6296,20.1864,441
Jeep,Gladiator 4WD,2022,Regular,17.2268,21.9805,19.0841,466
Jeep,Gladiator EcoDiesel 4WD,2022,Diesel,21.6809,27.7421,24.0449,423
Jeep,Gladiator Rubic EcoDiesel 4WD,2022,Diesel,21,27,24.0449,436
Toyota,Tundra 4WD,2022,Regular,17.4347,22.3531,19.3507,460
Toyota,Tundra 4WD,2022,Regular,17.3012,22.5804,19.3354,459
Honda,Passport FWD,2022,Regular,20.2399,25,22,405
Ford,Bronco Sasquatch 4WD,2022,Regular,16.7421,16.7363,16.7395,531
Honda,Passport AWD,2022,Regular,19.3663,24.4967,21.3814,416
Jaguar,F-Pace P340 MHEV,2022,Premium,19.6583,26.5822,22.2684,402
Jeep,Wrangler 4dr EcoDiesel 4WD,2022,Diesel,22.1093,28.8926,24.7211,411
Jeep,Wrangler Rubic 4dr EcoDiesel 4WD,2022,Diesel,21,26,23,442
Jeep,Wrangler 2dr 4WD,2022,Regular,21.9296,24.0029,22.8165,388
Jeep,Wrangler 2dr 4WD,2022,Regular,19.5853,24.1023,21.3891,416
Jeep,Wrangler 2dr 4WD,2022,Regular,18.3385,23,20.4192,440
Jeep,Wrangler 2dr 4WD,2022,Regular,17.2268,24.5615,19.9011,446
Jeep,Wrangler 4dr 4WD,2022,Regular,21,23.6939,22,404
Jeep,Wrangler 4dr 4WD,2022,Regular,19.1468,23.7068,20.9611,421
Jeep,Wrangler 4dr 4WD,2022,Regular,18.1909,23,20.4477,443
Jeep,Wrangler 4dr 4WD,2022,Regular,17.0031,23.244,19.3398,459
Jeep,Wrangler 4dr 4WD,2022,Premium,12.7459,16.6758,14.2579,623
Land Rover,Range Rover Velar P340 MHEV,2022,Premium,19.9494,26.1934,22.3466,399
Land Rover,Range Rover Velar P400 MHEV,2022,Premium,18.6331,24.5623,20.9038,426
Mercedes-Benz,AMG GLC43 4matic,2022,Premium,17.9691,25.217,20.6385,430
Dodge,Durango AWD,2022,Midgrade,14.0551,21.6461,16.6887,533
Chrysler,Pacifica Hybrid,2022,Regular Gas and Electricity,29.4158,29.6499,29.5207,119
Ford,Escape FWD PHEV,2022,Regular Gas and Electricity,42.6876,38.083,40.4848,77
Jeep,Wrangler 4dr 4xe,2022,Regular Gas and Electricity,20.3076,19.8362,20.0927,230
Lexus,NX 450h Plus AWD,2022,Premium and Electricity,37.5894,33.2748,35.517,87
Lincoln,Corsair AWD PHEV,2022,Regular Gas and Electricity,34.194,32.2464,33.2892,117
Aston Martin,Vantage V8,2022,Premium,17.9972,24.4274,20.4155,435
Aston Martin,DBS,2022,Premium,14.3728,22.0071,17.0315,522
Aston Martin,DB11 V12,2022,Premium,14.3728,22.0071,17.0315,522
Alfa Romeo,Giulia,2022,Premium,23.5969,32.63,26.9548,330
Alfa Romeo,Giulia AWD,2022,Premium,22.5005,30.6012,25.5433,348
Ford,F150 Pickup 4WD HEV,2022,Regular,23.1589,23,23.3951,386
Infiniti,QX50,2022,Premium,23.2447,29,26.0025,348
Nissan,Rogue FWD,2022,Regular,30.1699,37,33.2931,271
Nissan,Rogue FWD SL/Platinum,2022,Regular,29,36,32,278
Alfa Romeo,Stelvio AWD,2022,Premium,21.8596,28.4782,24.4128,364
Audi,Q5 quattro,2022,Premium,22.8204,29.2106,25.3122,349
Infiniti,QX50 AWD,2022,Premium,22,28,25.3089,366
Nissan,Rogue AWD,2022,Regular,28,35,31,287
Nissan,Rogue AWD SL/Platinum,2022,Regular,28,34,31,288
Aston Martin,DBX V8,2022,Premium,13.9929,19.8022,16.1211,556
Lamborghini,Aventador Coupe,2022,Premium,8.7766,15.5468,10.9157,802
Mercedes-Benz,Metris (Passenger Van),2022,Premium,17.6269,22.181,19.4213,453
Mercedes-Benz,Metris (Cargo Van),2022,Premium,18.711,23.2458,20.5116,430
Mercedes-Benz,"Metris (Cargo Van, LWB)",2022,Premium,18.711,23.2458,20.5116,430
Mercedes-Benz,Metris (US Postal Long),2022,Premium,19.5853,24.759,21.6181,410
Mercedes-Benz,Metris (US Postal),2022,Premium,19.5853,24.759,21.6181,410
Mazda,CX-9 4WD,2022,Regular,20.3111,26.1409,22.5768,392
Mercedes-Benz,AMG GLC43 4matic Coupe,2022,Premium,15.9536,24.4967,18.9233,468
Cadillac,Escalade 2WD,2022,Premium,14.3593,19.325,16.2368,547
Chevrolet,Tahoe 2WD,2022,Regular,14.9069,20.0033,16.8373,527
Chevrolet,Suburban 2WD,2022,Regular,14.9069,20.0033,16.8373,527
Chevrolet,Tahoe 2WD,2022,Premium,14.2845,19.5492,16.2543,547
Chevrolet,Suburban 2WD,2022,Premium,14.2845,19.5492,16.2543,547
Ford,Explorer RWD,2022,Regular,21.0347,28,23.8687,370
Ford,Explorer RWD,2022,Regular,20.1673,27.9345,23.0516,386
GMC,Yukon 2WD,2022,Regular,14.9069,20.0033,16.8373,527
GMC,Yukon XL 2WD,2022,Regular,14.9069,20.0033,16.8373,527
GMC,Yukon 2WD,2022,Premium,14.2845,19.5492,16.2543,547
GMC,Yukon XL 2WD,2022,Premium,14,18.8857,16.2014,561
Cadillac,Escalade 4WD,2022,Premium,14.4196,18.5011,16.0089,555
Chevrolet,Tahoe 4WD,2022,Regular,14.9069,20.0033,16.8373,527
Chevrolet,Suburban 4WD,2022,Regular,14.8449,19,16,554
Chevrolet,Tahoe 4WD,2022,Premium,14.4196,18.5011,16.0089,555
Chevrolet,Suburban 4WD,2022,Premium,14.4196,18.5011,16.0089,555
Ford,Explorer AWD,2022,Regular,20.3848,27.2277,22.9842,387
Ford,Explorer Timberline AWD,2022,Regular,19.22,22.3208,20.5017,433
Ford,Explorer Platinum HEV AWD,2022,Regular,22.962,24.0365,23.4334,379
Ford,Explorer AWD,2022,Regular,19.5853,26,22.3773,404
Ford,Explorer Timberline AWD,2022,Regular,18.7801,21.4515,19.895,445
GMC,Yukon XL 4WD,2022,Regular,14.8449,19,16,554
GMC,Yukon 4WD,2022,Regular,14.9069,20.0033,16.8373,527
GMC,Yukon XL 4WD,2022,Premium,14.4196,18.5011,16.0089,555
GMC,Yukon 4WD,2022,Premium,14.4196,18.5011,16.0089,555
Ferrari,SF90 Stradale,2022,Premium and Electricity,16.1033,19.7919,17.5775,403
Toyota,RAV4 Prime 4WD,2022,Regular Gas and Electricity,40.3669,36,38,72
Toyota,C-HR,2022,Regular,27.0745,31.2658,28.8126,305
Ford,Ranger 2WD,2022,Regular,21.0347,26,23.3249,387
Ford,F150 Pickup 2WD HEV,2022,Regular,25.1342,25.1517,25.1421,353
Ford,Ranger 4WD,2022,Regular,19.8234,24.3484,21.6325,411
Ford,Ranger Tremor 4WD,2022,Regular,18.927,19.0679,18.9901,468
Ram,Promaster City,2022,Regular,20.9627,28.4463,23.7776,374
Toyota,RAV4,2022,Regular,26.7869,34.8146,29.8882,296
Toyota,RAV4,2022,Regular,27.4768,34.5621,30.2692,292
Ford,Bronco 4WD,2022,Regular,18.7801,20.4204,19.4844,456
Ford,Bronco Badlands 4WD,2022,Regular,16.7704,16.8206,16.793,529
Ford,Bronco 4WD,2022,Regular,19.7145,20.9219,20.2401,439
Ford,Bronco Black Diamond 4WD,2022,Regular,17,19,18,494
Ford,Bronco Badlands 4WD,2022,Regular,15.8198,17.4259,16.5043,538
Ford,Bronco 4WD,2022,Regular,19.5673,21.2881,20.3059,437
Ford,Bronco Black Diamond 4WD,2022,Regular,18,18,18,493
Ford,Bronco Sasquatch 4WD,2022,Regular,18.1378,17,18.2052,494
Ford,Bronco Badlands 4WD,2022,Regular,17.3832,16.8164,17.1235,519
Ford,Bronco Sasquatch 4WD,2022,Regular,17,18,18,494
Mazda,CX-5 4WD,2022,Regular,23.9001,29.7886,26.2337,337
Mazda,CX-5 4WD,2022,Regular,21.7524,27.1633,23.8943,370
Toyota,RAV4 AWD,2022,Regular,24.7171,32.9713,27.8551,319
Toyota,RAV4 AWD,2022,Regular,26.7185,33.1568,29.2767,301
Toyota,RAV4 AWD TRD OFFROAD,2022,Regular,24.8563,31.7289,27.5407,323
Toyota,RAV4 AWD LE,2022,Regular,27.1279,33.9569,29.8272,296
Toyota,RAV4 Hybrid AWD,2022,Regular,41,38.2156,40.1868,223
Lexus,LX 600,2022,Premium,16.5545,21.6461,18.5142,477
Lamborghini,Aventador Roadster,2022,Premium,8.7766,15.5468,10.9157,802
Lamborghini,Aventador Countach,2022,Premium,8.8716,16.0988,11.1175,787
Mazda,MX-5,2022,Premium,26.1701,33.5269,29.0373,305
Mazda,MX-5,2022,Premium,26.2388,35.4845,29.7239,299
Mazda,3 4-Door 2WD,2022,Regular,28.0101,35.6666,31.0053,287
Mazda,3 4-Door 2WD,2022,Regular,26.088,35.2697,29.5497,300
Mazda,3 4-Door 4WD,2022,Regular,24.7868,32.5998,27.7831,320
Mazda,3 4-Door 4WD,2022,Regular,23.2447,32.4136,26.6352,334
Mazda,3 5-Door 2WD,2022,Regular,24.2285,32.8476,27.4724,323
Mazda,3 5-Door 2WD,2022,Regular,25.9637,34.0802,29.0803,306
Mazda,3 5-Door 4WD,2022,Regular,24.5777,31.4791,27.2679,326
Mazda,3 5-Door 4WD,2022,Regular,23.3858,31.2914,26.3856,337
Nissan,Kicks,2022,Regular,31.0089,35.9638,33.0585,269
Alfa Romeo,Stelvio,2022,Premium,22,29.1922,25.3266,359
Dodge,Durango RWD,2022,Regular,18.8533,25.8035,21.4537,414
Jeep,Grand Cherokee WK 2WD,2022,Regular,18.8533,25.8035,21.4537,414
Acura,MDX AWD Type-S,2022,Premium,17,21.4883,19.4932,474
Dodge,Durango AWD,2022,Regular,18.4483,24.5623,20.7754,427
Jeep,Grand Cherokee WK 4WD,2022,Regular,18.4483,24.5623,20.7754,427
Acura,NSX Hybrid,2022,Premium,21,21.7131,21,420
Ford,Mustang,2022,Regular,21.6093,32.2893,25.3881,350
Ford,Mustang,2022,Regular,20.6759,29.1859,23.7985,373
Ford,Mustang HO Coupe,2022,Regular,19.7464,26.9052,22.4323,396
Ford,Mustang,2022,Regular,21.4323,31.8193,25.1227,354
Ford,Mustang HO Coupe,2022,Regular,20,27,23,386
Ford,Mustang,2022,Regular,14.6499,23.7296,17.6971,500
Ford,Mustang,2022,Regular,15.4751,24.3548,18.5124,479
Ford,Mustang Mach 1,2022,Regular,15.4751,23,18,493
Ford,Mustang Mach 1,2022,Regular,14.1316,22.4473,16.9587,523
Ford,Mustang HO Convertible,2022,Regular,19.0736,25,21,423
Ford,Mustang Convertible,2022,Regular,19.9381,28.4223,23.0319,386
Ford,Mustang Convertible,2022,Regular,20,27,23,386
Ford,Mustang Convertible,2022,Regular,19.9038,28.3167,22.9755,386
Ford,Mustang HO Convertible,2022,Regular,19,26,22,404
Ford,Mustang Convertible,2022,Regular,15.0468,23.1732,17.8662,497
Subaru,WRX,2022,Premium,19.1587,26.353,21.842,407
Subaru,WRX,2022,Premium,18.6012,25.3063,21.1193,419
Nissan,Rogue Sport AWD,2022,Regular,24,30,27,330
Nissan,Rogue Sport,2022,Regular,25,32.3515,28,318
Ford,GT,2022,Premium,11.8716,18.4067,14.1289,632
Mercedes-Benz,AMG CLA45 4matic,2022,Premium,19.5853,27.8062,22.5908,392
Dodge,Challenger,2022,Regular,19.0003,30.0971,22.7798,389
Dodge,Challenger,2022,Midgrade,15.9536,25.0202,19.062,466
Dodge,Challenger,2022,Premium,15.1221,23.3102,17.9612,494
Dodge,Challenger,2022,Premium,14.7354,24.4293,17.9386,495
Dodge,Challenger,2022,Premium,14.0551,22.5138,16.9149,523
Dodge,Challenger SRT,2022,Premium,13.3461,22.0226,16.2222,546
Dodge,Challenger SRT,2022,Premium,12.9929,20.5813,15.5775,567
Dodge,Challenger Widebody,2022,Premium,14.7354,24.4293,17.9386,495
Dodge,Challenger Widebody,2022,Premium,14.0551,22.5138,16.9149,523
Dodge,Challenger SRT Widebody,2022,Premium,12.6354,20.6888,15.3188,572
Dodge,Challenger SRT Widebody,2022,Premium,12.9929,20.5813,15.5775,567
Dodge,Challenger AWD,2022,Regular,18.3385,26.9053,21.4055,415
Chrysler,300,2022,Regular,19.0003,30.0971,22.7798,389
Chrysler,300,2022,Midgrade,15.9536,25.0202,19.062,466
Chrysler,300 AWD,2022,Regular,18.3385,26.9053,21.4055,415
Dodge,Charger,2022,Regular,19.0003,30.0971,22.7798,389
Dodge,Charger,2022,Midgrade,15.9536,25.0202,19.062,466
Dodge,Charger,2022,Premium,14.7354,24.4293,17.9386,495
Dodge,Charger SRT Widebody,2022,Premium,12.3581,20.5036,15.0483,592
Dodge,Charger Widebody,2022,Premium,14.7354,24.4293,17.9386,495
Dodge,Charger AWD,2022,Regular,18.3385,26.9053,21.4055,415
Mercedes-Benz,AMG GLA45 4matic,2022,Premium,19.22,25.478,21.6084,409
Ford,Transit T150 Wagon 4WD FFV,2022,Gasoline or E85,14.1399,18.395,15.7828,563
Ford,Transit T150 Wagon 2WD FFV,2022,Gasoline or E85,14.7887,19.2981,16.5265,538
Jeep,Cherokee FWD,2022,Regular,22.6416,31.0679,25.7892,345
Jeep,Cherokee FWD,2022,Regular,21.7881,31.2287,25.2188,352
Jeep,Cherokee FWD,2022,Regular,19.7311,28.7628,22.9779,387
Jaguar,F-Pace P400 MHEV,2022,Premium,19.3663,25.7386,21.7944,408
Jeep,Cherokee 4WD,2022,Regular,21.0347,29.2741,24.0852,369
Jeep,Cherokee 4WD,2022,Regular,21.0347,29,24.1812,370
Jeep,Cherokee 4WD,2022,Regular,19.22,27.3565,22.1899,400
